20251025-23:56.57-539786(us) 30277 * ParseOldFormat  (configuration.cc:66): Using old configuration format
I [/home/ubuntu/mako/src/deptran/paxos_main_helper.cc:78] 2025-11-25 23:56:57.540 | PWD : /home/ubuntu/mako
I [/home/ubuntu/mako/src/deptran/paxos_main_helper.cc:273] 2025-11-25 23:56:57.540 | starting process 30277
I [/home/ubuntu/mako/src/deptran/config.cc:290] 2025-11-25 23:56:57.540 | LoadYML: /home/ubuntu/mako/examples/../config/1leader_2followers/paxos6_shardidx0.yml
I [/home/ubuntu/mako/src/deptran/config.cc:290] 2025-11-25 23:56:57.541 | LoadYML: /home/ubuntu/mako/examples/../config/occ_paxos.yml
I [/home/ubuntu/mako/src/deptran/paxos_main_helper.cc:282] 2025-11-25 23:56:57.541 | server_infos, number of sites: 6, proc_name: learner
I [/home/ubuntu/mako/src/deptran/paxos_main_helper.cc:288] 2025-11-25 23:56:57.549 | parition id of each Paxos group is 5, site-name: s406, site-id: 23
I [/home/ubuntu/mako/src/deptran/paxos_main_helper.cc:288] 2025-11-25 23:56:57.557 | parition id of each Paxos group is 4, site-name: s405, site-id: 19
I [/home/ubuntu/mako/src/deptran/paxos_main_helper.cc:288] 2025-11-25 23:56:57.566 | parition id of each Paxos group is 3, site-name: s404, site-id: 15
I [/home/ubuntu/mako/src/deptran/paxos_main_helper.cc:288] 2025-11-25 23:56:57.574 | parition id of each Paxos group is 2, site-name: s403, site-id: 11
I [/home/ubuntu/mako/src/deptran/paxos_main_helper.cc:288] 2025-11-25 23:56:57.583 | parition id of each Paxos group is 1, site-name: s402, site-id: 7
I [/home/ubuntu/mako/src/deptran/paxos_main_helper.cc:288] 2025-11-25 23:56:57.592 | parition id of each Paxos group is 0, site-name: s401, site-id: 3
I [/home/ubuntu/mako/src/deptran/paxos_main_helper.cc:294] 2025-11-25 23:56:57.592 | running machine-id: 3
I [/home/ubuntu/mako/src/deptran/paxos_main_helper.cc:88] 2025-11-25 23:56:57.592 | launching site: 3, bind address 0.0.0.0:7301
I [/home/ubuntu/mako/src/deptran/paxos_main_helper.cc:88] 2025-11-25 23:56:57.592 | launching site: 7, bind address 0.0.0.0:7302
I [/home/ubuntu/mako/src/deptran/paxos_main_helper.cc:88] 2025-11-25 23:56:57.592 | launching site: b, bind address 0.0.0.0:7303
I [/home/ubuntu/mako/src/deptran/paxos_main_helper.cc:88] 2025-11-25 23:56:57.592 | launching site: f, bind address 0.0.0.0:7304
I [/home/ubuntu/mako/src/deptran/paxos_worker.cc:192] 2025-11-25 23:56:57.592 | [service]loc_id: 3, name: s401, proc: learner, id: 3
I [/home/ubuntu/mako/src/deptran/paxos_worker.cc:192] 2025-11-25 23:56:57.592 | [service]loc_id: 3, name: s402, proc: learner, id: 7
I [/home/ubuntu/mako/src/deptran/paxos_main_helper.cc:88] 2025-11-25 23:56:57.592 | launching site: 13, bind address 0.0.0.0:7305
starting server at 0.0.0.0:7302
I [/home/ubuntu/mako/src/deptran/paxos_main_helper.cc:103] 2025-11-25 23:56:57.592 | waiting for server setup threads.
starting server at 0.0.0.0:7301
